Creation Date,UID,SKU,Products,Type,Title,Collection,Category,Family,Price,Color,Size,Display,,Count,Online,Images
11/20/2012,PB-5750,PB-5750,PB-5750,accessories_gifts,COLORED/LEOPARD,Accessories,Belts,ACCSESORIES,17.95,,,1,9,4,y,
11/20/2012,PB-5707,PB-5707,PB-5707,accessories_gifts,SNAKE SKIN BELTS,Accessories,Belts,ACCSESORIES,15.95,,,1,6,2,y,
11/20/2012,PB-5727,PB-5727,PB-5727,accessories_gifts,TWO COLORED BRAIDED BELT W/TASSLE,Accessories,Belts,ACCSESORIES,17.95,,,1,3,3,y,
12/20/2012,Soap,Soap,Soap,accessories_gifts,French Soap,Gifts,Home Accessories,gifts,8.50,,,1,24,24,y,
1/22/2013,PS101,PS101,PS101,,BABY BLUE OR CORAL JEAN,Clothing,Bottoms,Pants,59.95,,,1,12,8,y,
1/22/2013,PS1006,PS1006,PS1006,,TRIBAL CREAM JEANS,Clothing,Bottoms,Pants,59.95,,,1,5,6,y,
1/29/2013,RW101,RW101,RW101,accessories_gifts,CABERNET,,,gifts,24.00,,,1,0,0,y,
1/29/2013,RW102,RW102,RW102,accessories_gifts,CHAMPAGNE,,,gifts,24.00,,,1,0,0,y,
1/29/2013,RW103,RW103,RW103,accessories_gifts,CHARDONANNAY,,,gifts,24.00,,,1,1,0,y,
1/29/2013,RW104,RW104,RW104,accessories_gifts,MERLOT,,,gifts,24.00,,,1,0,0,y,
1/29/2013,RW105,RW105,RW105,accessories_gifts,PINOT GRIGIO,,,gifts,24.00,,,1,0,0,y,
1/29/2013,RW106,RW106,RW106,accessories_gifts,PINOT NOIR,,,gifts,24.00,,,1,0,5,y,
1/29/2013,RW107,RW107,RW107,accessories_gifts,REISLING,,,gifts,24.00,,,1,-1,1,y,
1/29/2013,RW108,RW108,RW108,accessories_gifts,SAUVIGNON BLANC,,,gifts,24.00,,,1,3,2,y,
2/7/2013,B100BL,B100BL,B100BL,accessories_gifts,BLUE BAG,Accessories,Handbags,ACCSESORIES,125.00,,,1,1,1,y,
2/7/2013,B225 COF,B225 COF,B225 COF,accessories_gifts,COFFEE BAG,Accessories,,ACCSESORIES,205.00,,,1,1,1,y,
2/7/2013,B100TAN,B100TAN,B100TAN,accessories_gifts,TAN SAC,,,ACCSESORIES,125.00,,,1,1,1,y,
2/8/2013,SPLASH SHAW,SPLASH SHAW,SPLASH SHAW,accessories_gifts,MOROCCO SHAW,,,ACCSESORIES,59.99,,,1,5,5,y,
4/2/2013,S13-077-S,S13-077-S,S13-077-S,,RED KNITTED LONG PANTS,Clothing,Bottoms,Pants,49.99,,S,1,4,1,y,
4/5/2013,WHITE LINEN STRAP,WHITE LINEN STRAP,WHITE LINEN STRAP,accessories_gifts,SECRET STRAP,,,ACCSESORIES,24.00,,,1,2,2,y,
4/9/2013,31473-S,31473-S,31473-S,,TRIPLE SPAGHETTI STRAP TOP,Clothing,Tops,Tops,36.00,,S,1,2,1,y,
4/12/2013,538,538,538,accessories_gifts,Le Perdu Earring,,,ACCSESORIES,112.00,,,1,1,1,y,
4/12/2013,2142,2142,2142,accessories_gifts,Le perdu Necklace  Painting,Gifts,Home Accessories,ACCSESORIES,364.00,,,1,1,1,y,
4/25/2013,S10142L-S,S10142L-S,S10142L-S,,LONG BALLERINA SKIRT,Clothing,"Bottoms,Dresses",SKIRT,44.99,,S,1,4,1,y,
4/25/2013,D50361-S,D50361-S,D50361-S,,POLKA DOT DRESS,Clothing,Dresses,DRESS,64.99,,S,1,4,2,y,
4/25/2013,D50360A-S,D50360A-S,D50360A-S,,WHITE DRESS W/ BOW BELT,Clothing,Dresses,DRESS,64.99,,S,1,4,1,y,
4/30/2013,31506-S,31506-S,31506-S,,3/4 CHAMBRAY TOP,Clothing,Tops,Tops,44.99,BLUE,S,1,2,2,y,
4/30/2013,90923B-M,90923B-M,90923B-M,,SLEEVELESS OPEN BACK DRESS IN BLUE,Clothing,Dresses,DRESS,49.99,,M,1,1,1,y,
4/30/2013,90923P-S,90923P-S,90923P-S,,SLEEVELESS OPEN BACK DRESS IN PINK,Clothing,Dresses,DRESS,49.99,PINK,S,1,2,1,y,
5/17/2013,PSW109-10,PSW109-10,PSW109-10,accessories_gifts,BLACK PAREO,,,ACCSESORIES,18.00,,,1,2,2,y,
5/17/2013,D37,D37,D37,accessories_gifts,FLOPPY PAPER HAT,Accessories,Hats,ACCSESORIES,18.00,,,1,2,2,y,
5/17/2013,PSW109-08,PSW109-08,PSW109-08,accessories_gifts,IVORY PAREO,,,ACCSESORIES,18.00,,,1,2,2,y,
5/17/2013,D46-BLACK,D46-BLACK,D46-BLACK,accessories_gifts,KETTLE BRIM BLACK,Clothing,Hats,ACCSESORIES,18.00,,,1,2,1,y,
5/17/2013,K83 COWBOY,K83 COWBOY,K83 COWBOY,accessories_gifts,TEA STAINED,Clothing,Hats,ACCSESORIES,39.99,,,1,2,2,y,
5/17/2013,M77 ROLLER HAT,M77 ROLLER HAT,M77 ROLLER HAT,accessories_gifts,WIDE BRIM,Clothing,Hats,ACCSESORIES,24.00,,,1,2,2,y,
5/21/2013,T61399-S,T61399-S,T61399-S,,SPAGHETTI STRAP POLKA DOT TOP IN NAVY,Clothing,Tops,Tops,39.99,NAVY,S,1,4,1,y,
6/5/2013,S10154-L,S10154-L,S10154-L,,FLORAL SKIRT,Clothing,"Bottoms,Dresses",SKIRT,39.99,,L,1,2,2,y,
6/5/2013,S10151-S,S10151-S,S10151-S,,NAVY SKIRT,Clothing,"Bottoms,Dresses",SKIRT,39.99,NAVY,S,1,3,1,y,
6/6/2013,M7923-S,M7923-S,M7923-S,,BLACK SLEEVELESS DRESS W/BEADS,Clothing,Dresses,DRESS,44.99,,S,1,4,1,y,
6/6/2013,M7996B-M,M7996B-M,M7996B-M,,BLACK SLEEVELESS TANK DRESS,Clothing,Dresses,DRESS,15.99,,M,1,3,1,y,
6/7/2013,D54399-S,D54399-S,D54399-S,,BLACK PLEATED MAXI DRESS,Clothing,Dresses,DRESS,79.99,BLK,S,1,3,1,y,
6/7/2013,ID11766-M,ID11766-M,ID11766-M,,MAXI DRESS W/ HOT PINK STITCHING,Clothing,Dresses,DRESS,59.99,CREAM,M,1,4,1,y,
6/7/2013,D4030-S,D4030-S,D4030-S,,PINK BOW DRESS,Clothing,Dresses,DRESS,54.99,,S,1,1,1,y,
6/12/2013,51187D-J-S,51187D-J-S,51187D-J-S,,BELT MAXI DRESS,Clothing,Dresses,DRESS,59.99,PEACH,S,1,6,2,y,
6/12/2013,51003D-K-S,51003D-K-S,51003D-K-S,,BIKINI DRESS,Clothing,Dresses,DRESS,69.99,White,S,1,2,1,y,
6/12/2013,51222D-K-S,51222D-K-S,51222D-K-S,,BIRD PRINT DRESS,Clothing,Dresses,DRESS,64.99,White,S,1,4,2,y,
6/12/2013,TT1073BP-S,TT1073BP-S,TT1073BP-S,,CORAL TOP,Clothing,Tops,Tops,34.99,,S,1,3,1,y,
6/12/2013,51217D-K-S,51217D-K-S,51217D-K-S,,FUSIA DRESS,Clothing,Dresses,DRESS,64.99,PINK,S,1,5,3,y,
6/12/2013,51214DA-K-S,51214DA-K-S,51214DA-K-S,,MAXI POCKET DRESS,Clothing,Dresses,DRESS,69.99,,S,1,2,2,y,
6/12/2013,S10156-S,S10156-S,S10156-S,,NAVY SKIRT,Clothing,"Bottoms,Dresses",SKIRT,34.99,NAVY,S,1,3,2,y,
6/12/2013,DJ16336B-S,DJ16336B-S,DJ16336B-S,,OFF WHITE DRESS,Clothing,Dresses,DRESS,89.99,White,S,1,5,1,y,
6/12/2013,8152P-RUST-S,8152P-RUST-S,8152P-RUST-S,,RUST LINEN SHORTS,Clothing,Bottoms,SHORTS,39.99,,S,1,3,2,y,
6/21/2013,AD3296-S,AD3296-S,AD3296-S,,ASYMMETRIC GREY DRESS,Clothing,Dresses,DRESS,65.00,GREY,S,1,3,2,y,
6/21/2013,AJ4137-S13-S,AJ4137-S13-S,AJ4137-S13-S,,CROCHET CARDIGAN,Clothing,Tops,Tops,52.00,Orange,S,1,3,1,y,
6/21/2013,AD3119-F11-S,AD3119-F11-S,AD3119-F11-S,,GREY & NAVY STRIP DRESS,Clothing,Dresses,DRESS,75.00,GREY,S,1,3,1,y,
6/25/2013,11,11,11,accessories_gifts,MED SIGN CAT,Gifts,Home Accessories,gifts,18.00,,,1,1,1,y,
6/25/2013,102,102,102,accessories_gifts,SMALL SIGN COCO CHANEL,Gifts,Home Accessories,gifts,16.00,,,1,1,1,y,
6/25/2013,104,104,104,accessories_gifts,SMALL SIGN COME THOU FOUNT,Gifts,Home Accessories,gifts,16.00,,,1,1,1,y,
6/25/2013,105,105,105,accessories_gifts,SMALL SIGN LOVE WHO YOU ARE,Gifts,Home Accessories,gifts,16.00,,,1,1,1,y,
6/25/2013,106,106,106,accessories_gifts,SMALL SIGN OUT OF DIFFICULTIES,Gifts,Home Accessories,gifts,16.00,,,1,1,1,y,
7/2/2013,3598,3598,3598,jewelry,BRACELET CLEAR/GOLD,Accessories,Jewelry,ACCSESORIES,81.00,,ONE SIZE,1,0,0,y,
7/2/2013,3500S,3500S,3500S,jewelry,BRACELET CLEAR/S/G,Accessories,Jewelry,ACCSESORIES,94.00,,ONE SIZE,1,1,1,y,
7/2/2013,3014,3014,3014,jewelry,BRACELET IVORY/GOLD,Accessories,Jewelry,ACCSESORIES,81.00,,ONE SIZE,1,1,1,y,
7/2/2013,3500R,3500R,3500R,jewelry,BRACELET ROSE GOLD,Accessories,Jewelry,ACCSESORIES,94.00,,ONE SIZE,1,0,0,y,
7/2/2013,3014T,3014T,3014T,jewelry,BRACELET TURQ/GOLD,Accessories,Jewelry,ACCSESORIES,81.00,,ONE SIZE,1,0,0,y,
7/2/2013,3500T,3500T,3500T,jewelry,BRACELET TURQ/GOLD,Accessories,Jewelry,ACCSESORIES,94.00,,ONE SIZE,1,0,0,y,
7/2/2013,3598T,3598T,3598T,jewelry,BRACELET TURQ/GOLD,Accessories,Jewelry,ACCSESORIES,81.00,,ONE SIZE,1,0,0,y,
7/2/2013,2421,2421,2421,jewelry,EARRINGS TURQ/GOLD,Accessories,Jewelry,ACCSESORIES,63.00,,ONE SIZE,1,0,0,y,
7/2/2013,7687,7687,7687,jewelry,NECKLACE CROSS TURQ/GOLD,Accessories,Jewelry,ACCSESORIES,108.00,,ONE SIZE,1,1,1,y,
7/2/2013,7196,7196,7196,jewelry,NECKLACE TURQ/GOLD,Accessories,Jewelry,ACCSESORIES,130.00,,ONE SIZE,1,1,1,y,
7/2/2013,1277,1277,1277,jewelry,NECKLACE TURQ/GOLD,Accessories,Jewelry,ACCSESORIES,94.00,,ONE SIZE,1,1,1,y,
7/2/2013,7899,7899,7899,jewelry,NECKLACE TURQ/GOLD,Accessories,Jewelry,ACCSESORIES,99.00,,ONE SIZE,1,0,0,y,
7/2/2013,T61400-S,T61400-S,T61400-S,,PINK TOP W/COLLAR,Clothing,Tops,Tops,40.00,PINK,S,1,5,1,y,
7/2/2013,9316,9316,9316,jewelry,RING CLEAR/GOLD,Accessories,Jewelry,ACCSESORIES,54.00,,ONE SIZE,1,1,0,y,
7/2/2013,9315G,9315G,9315G,jewelry,RING CLEAR/GOLD,Accessories,Jewelry,ACCSESORIES,54.00,,ONE SIZE,1,-1,0,y,
7/2/2013,9315,9315,9315,jewelry,RING CLEAR/SILVER,Accessories,Jewelry,ACCSESORIES,54.00,,ONE SIZE,1,0,0,y,
7/3/2013,DJ15892T-S,DJ15892T-S,DJ15892T-S,,DRESS GREEN W/FLOWERS,Clothing,Dresses,DRESS,54.00,GREEN,S,1,4,2,y,
7/3/2013,NJ70828B-S,NJ70828B-S,NJ70828B-S,,SHORTS BLACK VELVET W/FLOWERS,Clothing,Bottoms,SHORTS,54.00,Black,S,1,5,1,y,
7/16/2013,DJ16629G-S,DJ16629G-S,DJ16629G-S,,CREAM FLARE DRESS,Clothing,Dresses,DRESS,67.50,CREAM,S,1,4,2,y,
7/18/2013,S10162-S,S10162-S,S10162-S,,LACE PENCIL SKIRT,Clothing,"Bottoms,Dresses",SKIRT,52.00,CREAM,S,1,2,2,y,
7/18/2013,T61532-S,T61532-S,T61532-S,,NAVY TOP W/BOW,Clothing,Tops,Tops,35.00,NAVY,S,1,3,1,y,
7/24/2013,BDAPML,BDAPML,BDAPML,,APRON MULT/COLORED,Gifts,Aprons & Oven Mitts,gifts,30.00,MULT,ONE SIZE,1,11,11,y,
7/25/2013,P20041L-S,P20041L-S,P20041L-S,,FLOWER SHORTS LIME,Clothing,Bottoms,SHORTS,32.00,LIME,S,1,3,1,y,
7/25/2013,P20041J-S,P20041J-S,P20041J-S,,FLOWERS SHORTS JADE,Clothing,Bottoms,SHORTS,32.00,JADE,S,1,3,2,y,
7/26/2013,GLB2C,GLB2C,GLB2C,accessories_gifts,GIFT LOTION BAG CITRUS,Gifts,Handbags,gifts,13.00,N/A,ONE SIZE,1,0,0,y,
7/26/2013,GLB2H,GLB2H,GLB2H,accessories_gifts,GIFT LOTION BAG HAWAIIAN,Gifts,Handbags,gifts,13.00,N/A,ONE SIZE,1,1,1,y,
7/26/2013,GLB2L,GLB2L,GLB2L,accessories_gifts,GIFT LOTION BAG LAVENDER,,,gifts,13.00,N/A,ONE SIZE,1,0,0,y,
7/26/2013,GLB2SH,GLB2SH,GLB2SH,accessories_gifts,GIFT LOTION BAG SWEET HONEY,,,gifts,13.00,N/A,ONE SIZE,1,3,3,y,
7/26/2013,GLB2V,GLB2V,GLB2V,accessories_gifts,GIFT LOTION BAG VANILLA,,,gifts,13.00,N/A,ONE SIZE,1,3,2,y,
7/26/2013,LBBC,LBBC,LBBC,accessories_gifts,LARGE BEE BAR CITRUS,,,gifts,13.50,N/A,ONE SIZE,1,3,3,y,
7/26/2013,LBBH,LBBH,LBBH,accessories_gifts,LARGE BEE BAR HAWAIIAN,,,gifts,13.50,N/A,ONE SIZE,1,2,1,y,
7/26/2013,LBBL,LBBL,LBBL,accessories_gifts,LARGE BEE BAR LAVENDER,,,gifts,13.50,N/A,ONE SIZE,1,2,2,y,
7/26/2013,LBBSH,LBBSH,LBBSH,accessories_gifts,LARGE BEE BAR SWEET HONEY,,,gifts,13.50,N/A,ONE SIZE,1,4,4,y,
7/26/2013,LBBV,LBBV,LBBV,accessories_gifts,LARGE BEE BAR VANILLA,,,gifts,13.50,N/A,ONE SIZE,1,3,3,y,
7/26/2013,SBBC,SBBC,SBBC,accessories_gifts,SMALL BEE BAR CITRUS,,,gifts,8.50,N/A,ONE SIZE,1,0,0,y,
7/26/2013,SBBSH,SBBSH,SBBSH,accessories_gifts,SMALL BEE BAR SWEET HONEY,,,gifts,8.50,N/A,ONE SIZE,1,2,2,y,
7/26/2013,SBBV,SBBV,SBBV,accessories_gifts,SMALL BEE BAR VANILLA,,,gifts,8.50,N/A,ONE SIZE,1,2,2,y,
7/26/2013,SHBIH,SHBIH,SHBIH,accessories_gifts,SOAP HHONEY BLOSSOM,,,gifts,6.00,N/A,ONE SIZE,1,2,2,y,
7/26/2013,SHBIHC,SHBIHC,SHBIHC,accessories_gifts,SOAP HONEY BLOSSOM CITRUS,,,gifts,6.00,N/A,ONE SIZE,1,1,1,y,
7/26/2013,SHBIHL,SHBIHL,SHBIHL,accessories_gifts,SOAP HONEY BLOSSOM LAVENDER,,,gifts,6.00,N/A,ONE SIZE,1,2,2,y,
8/6/2013,TR52427B-S,TR52427B-S,TR52427B-S,,SWEATER BLACK/GREY,Clothing,Tops,Tops,65.25,BLK/GREY,S,1,2,1,y,
8/6/2013,TJ52574R-S,TJ52574R-S,TJ52574R-S,,SWEATER SALMON W/METAL,Clothing,Tops,Tops,51.75,SALMON,S,1,5,3,y,
8/27/2013,M7512-L,M7512-L,M7512-L,dresses,BURGUNDY KNIT DRESS,Clothing,Dresses,DRESS,45.00,BURGUNDY,L,1,3,2,y,
8/27/2013,M5608G-S,M5608G-S,M5608G-S,tops,MUSTARD TUNIC,Clothing,Tops,Tops,60.75,MUSTARD,S,1,4,2,y,
8/27/2013,M8067-S,M8067-S,M8067-S,tops,SUQARE TOP DUSTY ROSE,Clothing,Tops,Tops,47.25,DUSTY ROSE,S,1,6,2,y,
8/29/2013,JE266-S,JE266-S,JE266-S,,BLACK PANTS W/HIP ELASTIC,Clothing,Bottoms,Pants,50.00,BLK,S,1,3,1,y,
8/29/2013,JE265-S,JE265-S,JE265-S,,BLACK PANTS W/SIDE PANEL,Clothing,Bottoms,Pants,54.00,BLK,S,1,2,0,y,
8/29/2013,SWS83-S,SWS83-S,SWS83-S,tops,BLK/WHITE SWEATER,Clothing,Tops,Tops,74.25,BLK/WHT,S,1,5,2,y,
8/29/2013,SW57-S,SW57-S,SW57-S,,GREY SWEATER W/ZIP,Clothing,Outerwear,COAT,87.75,GREY,S,1,5,1,y,
8/29/2013,SW70-O/S,SW70-O/S,SW70-O/S,,PONCHO W/FRINGE,Clothing,Outerwear,COAT,58.50,MULTI,ONE SIZE,1,3,2,y,
8/29/2013,SWP904-S,SWP904-S,SWP904-S,tops,SWEATER HEART,Clothing,Tops,Tops,60.75,BEIGE,S,1,3,0,y,
8/29/2013,SW82-S,SW82-S,SW82-S,tops,SWEATER WHITE/CUTOUT HEART,Clothing,Tops,Tops,63.00,White,S,1,5,1,y,
8/29/2013,FT202-S,FT202-S,FT202-S,,SWEATPANTS,Clothing,Bottoms,Pants,49.50,GREY,S,1,4,2,y,
9/3/2013,AU13-103B-XS,AU13-103B-XS,AU13-103B-XS,dresses,BARBRA DRESS BLACK,Clothing,Dresses,DRESS,63.00,Black,XS,1,3,1,y,
9/3/2013,AU13-103S-XS,AU13-103S-XS,AU13-103S-XS,dresses,BARBRA DRESS SAND,Clothing,Dresses,DRESS,63.00,CREAM,XS,1,3,1,y,
9/3/2013,AU13-069-S,AU13-069-S,AU13-069-S,,BFAST T-SHIRT,Clothing,Tops,Tops,38.25,YELLOW,S,1,4,1,y,
9/3/2013,AU13-013-XS,AU13-013-XS,AU13-013-XS,,CAPE RDBRK FLY AWAY,Clothing,Outerwear,COAT,90.00,Orange,XS,1,4,1,y,
9/3/2013,AU13-232P,AU13-232P,AU13-232P,,DEBBIE BAG,Gifts,Handbags,ACCSESORIES,51.75,Black/ White,ONE SIZE,1,3,3,y,
9/3/2013,AU13-059-S,AU13-059-S,AU13-059-S,dresses,FERUS DRESS CARROT,Clothing,Dresses,DRESS,54.00,Orange,S,1,4,1,y,
9/3/2013,AU13-134-S,AU13-134-S,AU13-134-S,dresses,LYNCH DRESS CARROT,Clothing,Dresses,DRESS,58.50,OARNGE,S,1,4,1,y,
9/3/2013,AU13-071-XS,AU13-071-XS,AU13-071-XS,dresses,LYNDON DRESS,Clothing,Dresses,DRESS,69.75,CREAM,XS,1,4,1,y,
9/3/2013,AU13-112-S,AU13-112-S,AU13-112-S,,OP ART SWEATER,Clothing,Tops,Tops,65.25,Black/ White,S,1,4,1,y,
9/3/2013,AU13-110-S,AU13-110-S,AU13-110-S,,RABBIT HOLE SWEATER,Clothing,Tops,Tops,49.50,YELLOW,S,1,3,1,y,
9/3/2013,SW110R-S,SW110R-S,SW110R-S,outerwear,RUST STRIPE SWEATER,Clothing,Outerwear,COAT,63.00,RUST,S,1,4,1,y,
9/3/2013,AU13-090-S,AU13-090-S,AU13-090-S,,SISTER NUN DRESS,Clothing,Dresses,DRESS,58.50,Black/ White,S,1,4,1,y,
9/3/2013,AU13-055-XS,AU13-055-XS,AU13-055-XS,,SPACE COWBOY DRESS,Clothing,Dresses,DRESS,72.00,Black,XS,1,4,1,y,
9/3/2013,AU13-120B-M,AU13-120B-M,AU13-120B-M,,SWEATER BLACK SHE'S MY BEST FRIEND,Clothing,Tops,Tops,56.25,Black,M,1,1,0,y,
9/3/2013,AU13-120S-S,AU13-120S-S,AU13-120S-S,,SWEATER SAND SHE'S MY BEST FRIEND,Clothing,Tops,Tops,56.25,SAND,S,1,4,1,y,
9/3/2013,AU13-079-S,AU13-079-S,AU13-079-S,,VALDIVIA DRESS,Clothing,Dresses,DRESS,58.50,MULTI,S,1,4,1,y,
9/7/2013,8M3020-S,8M3020-S,8M3020-S,outerwear,CAMEL KNIT JACKET,Clothing,Outerwear,COAT,59.99,Orange,S,1,5,1,y,
9/12/2013,20358T-Y-S,20358T-Y-S,20358T-Y-S,tops,CREAM TOP W/TIE,Clothing,Tops,Tops,40.00,CREAM,S,1,5,3,y,
9/12/2013,7557J-J-S,7557J-J-S,7557J-J-S,tops,IVORY SWEATER W/PEARLS,Clothing,Tops,Tops,55.50,IVORY,S,1,3,1,y,
9/12/2013,20176T-J-S,20176T-J-S,20176T-J-S,tops,PEPLUM TOP BLACK/JADE,Clothing,Tops,Tops,38.00,Black,S,1,5,2,y,
9/12/2013,20195T-J-S,20195T-J-S,20195T-J-S,tops,PRINTED TANK BLACK/BLUE,Clothing,Tops,Tops,45.00,BLUE/ Black,S,1,6,3,y,
9/12/2013,20079T-K-S,20079T-K-S,20079T-K-S,tops,TOP GREY FLOWY SLEEVES,Clothing,Tops,Tops,47.25,LAVENDER,S,1,2,1,y,
9/12/2013,2979T-S,2979T-S,2979T-S,tops,TOP LONG SLEEVE APRICOT,Clothing,Tops,Tops,40.00,APRICOT/ NAVY,S,1,4,1,y,
9/12/2013,20078T-K-S,20078T-K-S,20078T-K-S,tops,TOP RUST/GREY FLOWY,Clothing,Tops,Tops,44.00,RUST/ GREY,S,1,4,2,y,
9/17/2013,AC746-4,AC746-4,AC746-4,,AZTEC SCARF,,,ACCSESORIES,18.00,MULTI,ONE SIZE,1,1,0,y,
9/17/2013,HAT20A-8,HAT20A-8,HAT20A-8,,BEANIE BEIGE,,,ACCSESORIES,13.00,BEIGE,ONE SIZE,1,2,3,y,
9/17/2013,HAT20A-1,HAT20A-1,HAT20A-1,,BEANIE GREY,,,ACCSESORIES,13.00,GREY,ONE SIZE,1,3,4,y,
9/17/2013,HAT20A-10,HAT20A-10,HAT20A-10,,BEANIE RUST,,,ACCSESORIES,12.99,RUST,ONE SIZE,1,2,2,y,
9/17/2013,HAT20A-11,HAT20A-11,HAT20A-11,,BEANIE VIOLET,,,ACCSESORIES,12.99,VIOLET,ONE SIZE,1,2,2,y,
9/17/2013,LSO0012-1,LSO0012-1,LSO0012-1,bottoms,BLACK LEGGINGS,Clothing,Bottoms,Pants,10.00,Black,ONE SIZE,1,5,0,y,
9/17/2013,LOF3082-3,LOF3082-3,LOF3082-3,,LEOPARD SHAWL GREY,,,ACCSESORIES,18.00,SILVER,ONE SIZE,1,3,2,y,
9/17/2013,KINF9358-3,KINF9358-3,KINF9358-3,,SCARF LEOPARD INFINITY PINK,,,ACCSESORIES,15.00,PINK,ONE SIZE,1,2,2,y,
9/17/2013,KK066-1,KK066-1,KK066-1,,SCARF PLAID W/FRINGE,,,ACCSESORIES,15.00,BROWN,ONE SIZE,1,2,2,y,
9/17/2013,LOF3089-4,LOF3089-4,LOF3089-4,,SCARF SEQUINED INFINITY NAVY,,,ACCSESORIES,15.00,NAVY,ONE SIZE,1,2,2,y,
9/17/2013,BF2961-5,BF2961-5,BF2961-5,,SCARF TWO-TONE GREEN,,,ACCSESORIES,15.00,GREEN,ONE SIZE,1,2,1,y,
9/17/2013,BF2961-3,BF2961-3,BF2961-3,,SCARF TWO-TONE ORANGE/BROWN,,,ACCSESORIES,15.00,Orange,ONE SIZE,1,2,1,y,
9/17/2013,KK076-1,KK076-1,KK076-1,,SHAWL FLOWER REVERSIBLE,,,ACCSESORIES,18.00,Black,ONE SIZE,1,3,3,y,
9/17/2013,SWA58-S,SWA58-S,"SWA58-S,SWA58-L",tops,SWEATER AZTEC NAVY/TAUPE,Clothing,Tops,Tops,58.50,NAVY/ TAUPE,S,1,5,1,y,
9/17/2013,,SWA58-L,,tops,SWEATER AZTEC NAVY/TAUPE,Clothing,Tops,Tops,58.50,NAVY/ TAUPE,L,,,1,y,
9/20/2013,W13-153-S,W13-153-S,"W13-153-S,W13-153-M,W13-153-L",tops,BEIGE SWEATER,Clothing,Tops,Tops,63.00,BEIGE,S,1,1,0,y,
9/20/2013,,W13-153-M,,tops,BEIGE SWEATER,Clothing,Tops,Tops,63.00,BEIGE,M,,,0,y,
9/20/2013,,W13-153-L,,tops,BEIGE SWEATER,Clothing,Tops,Tops,63.00,BEIGE,L,,,1,y,
9/20/2013,NJ70915T-S,NJ70915T-S,NJ70915T-S,,BLACK ROMPER,Clothing,Dresses,DRESS,63.00,Black,S,1,3,1,y,
9/20/2013,DJ16858T-S,DJ16858T-S,DJ16858T-S,,DRESS EMBROIDERY DETAIL,Clothing,Dresses,DRESS,81.00,CREAM,S,1,5,3,y,
9/20/2013,DJ16907B-S,DJ16907B-S,DJ16907B-S,,GOLD NET DRESS,Clothing,Dresses,DRESS,51.75,GOLD,S,1,5,2,y,
9/20/2013,TK52750B-S,TK52750B-S,TK52750B-S,tops,LACE SLEEVELESS TOP,Clothing,Tops,Tops,45.00,Black,S,1,6,3,y,
9/20/2013,TJ52845G-S,TJ52845G-S,TJ52845G-S,,LONG SLEEVE TOP W/LEATHER,Clothing,Tops,Tops,49.50,BROWN,S,1,2,0,y,
